"obs","paper_id","paper_obs_count","i_report","la","la_type","la_aggmean","la_indmean","la_indmedian","both_stats","se","se_imp","se_type","se_calc","se_calc_method","main_citation","main_title","main_lastnames","main_firstnames","main_yearpub","main_published","main_journal","main_affliations","pub_econtopfive","pub_regular","pub_unpub","pub_type_1","pub_type_2","journal_if","journal_if_std","data_type","type_lab_exp","type_field_exp","type_class_exp","type_online_exp","type_gameshow","type_field_other","location","loc_lab","loc_field","loc_online","loc_class","subject","subject_children","subject_uni","subject_elderly","subject_gen","subject_farmer","subject_mixed","subject_unknown","subject_monkey","reward","reward_type","reward_real","reward_money","reward_food","reward_cons_good","reward_env_good","reward_health","reward_other","reward_mixed","method","method_question","method_seqbin","method_mpl","method_matching","method_bdm","method_gp","method_other","method_other_type","computer","spec_u","spec_u_fine","spec_u_est","spec_u_crra","spec_u_crra_eq","spec_u_crra_noneq","spec_u_cara","spec_u_linear","spec_u_other","spec_nonparametric","spec_rp","spec_rp_statusquo","spec_rp_expectation","spec_rp_zero","spec_rp_other","la_def","loss_tversky_kahneman","loss_koebberling_wakker","loss_neilson","loss_wakker_tversky","loss_bowman","loss_koszegi_rabin","loss_other","loc_country","loc_state","loc_city","continent","continent_africa","continent_europe","continent_s_america","continent_asia","continent_oceania","continent_n_america","continent_multiple","journal_category","journal_cat_1","journal_cat_2","cat_econ","cat_psych","cat_neuro","cat_agri","cat_medical","cat_mgt","cat_transport","cat_multi"
480,143,8,399,1.32398,"Ind. median",0,0,1,1,0.04933,0.04933,"SE reported",0,NA,"Füllbrunn and Luhan (2017)","Decision Making for Others: The Case of Loss Aversion","Füllbrunn; Luhan","Sasha C.; Wolfgang J.",2017,1,"Economics Letters","Radboud University; University of Portsmouth",0,1,0,"Published","Published",0.876,-0.41859310278965,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands; Germany",NA,"Nijmegen, Kleve","Europe",0,1,0,0,0,0,0,"Economics","Economics & Business","Economics",1,0,0,0,0,0,0,0
481,143,9,400,1.44908,"Ind. mean",0,1,0,1,0.07677,0.07677,"SE reported",0,NA,"Füllbrunn and Luhan (2017)","Decision Making for Others: The Case of Loss Aversion","Füllbrunn; Luhan","Sasha C.; Wolfgang J.",2017,1,"Economics Letters","Radboud University; University of Portsmouth",0,1,0,"Published","Published",0.876,-0.41859310278965,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands; Germany",NA,"Nijmegen, Kleve","Europe",0,1,0,0,0,0,0,"Economics","Economics & Business","Economics",1,0,0,0,0,0,0,0
482,143,10,400,1.2,"Ind. median",0,0,1,1,0.07677,0.07677,"SE reported",0,NA,"Füllbrunn and Luhan (2017)","Decision Making for Others: The Case of Loss Aversion","Füllbrunn; Luhan","Sasha C.; Wolfgang J.",2017,1,"Economics Letters","Radboud University; University of Portsmouth",0,1,0,"Published","Published",0.876,-0.41859310278965,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands; Germany",NA,"Nijmegen, Kleve","Europe",0,1,0,0,0,0,0,"Economics","Economics & Business","Economics",1,0,0,0,0,0,0,0
483,143,11,401,1.4793,"Ind. mean",0,1,0,1,0.07118,0.07118,"SE reported",0,NA,"Füllbrunn and Luhan (2017)","Decision Making for Others: The Case of Loss Aversion","Füllbrunn; Luhan","Sasha C.; Wolfgang J.",2017,1,"Economics Letters","Radboud University; University of Portsmouth",0,1,0,"Published","Published",0.876,-0.41859310278965,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands; Germany",NA,"Nijmegen, Kleve","Europe",0,1,0,0,0,0,0,"Economics","Economics & Business","Economics",1,0,0,0,0,0,0,0
484,143,12,401,1.24793,"Ind. median",0,0,1,1,0.07118,0.07118,"SE reported",0,NA,"Füllbrunn and Luhan (2017)","Decision Making for Others: The Case of Loss Aversion","Füllbrunn; Luhan","Sasha C.; Wolfgang J.",2017,1,"Economics Letters","Radboud University; University of Portsmouth",0,1,0,"Published","Published",0.876,-0.41859310278965,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands; Germany",NA,"Nijmegen, Kleve","Europe",0,1,0,0,0,0,0,"Economics","Economics & Business","Economics",1,0,0,0,0,0,0,0
485,143,13,402,1.25206,"Ind. mean",0,1,0,1,0.06634,0.06634,"SE reported",0,NA,"Füllbrunn and Luhan (2017)","Decision Making for Others: The Case of Loss Aversion","Füllbrunn; Luhan","Sasha C.; Wolfgang J.",2017,1,"Economics Letters","Radboud University; University of Portsmouth",0,1,0,"Published","Published",0.876,-0.41859310278965,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands; Germany",NA,"Nijmegen, Kleve","Europe",0,1,0,0,0,0,0,"Economics","Economics & Business","Economics",1,0,0,0,0,0,0,0
486,143,14,402,1.03684,"Ind. median",0,0,1,1,0.06634,0.06634,"SE reported",0,NA,"Füllbrunn and Luhan (2017)","Decision Making for Others: The Case of Loss Aversion","Füllbrunn; Luhan","Sasha C.; Wolfgang J.",2017,1,"Economics Letters","Radboud University; University of Portsmouth",0,1,0,"Published","Published",0.876,-0.41859310278965,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands; Germany",NA,"Nijmegen, Kleve","Europe",0,1,0,0,0,0,0,"Economics","Economics & Business","Economics",1,0,0,0,0,0,0,0
487,143,15,403,1.27817,"Ind. mean",0,1,0,1,0.0615,0.0615,"SE reported",0,NA,"Füllbrunn and Luhan (2017)","Decision Making for Others: The Case of Loss Aversion","Füllbrunn; Luhan","Sasha C.; Wolfgang J.",2017,1,"Economics Letters","Radboud University; University of Portsmouth",0,1,0,"Published","Published",0.876,-0.41859310278965,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands; Germany",NA,"Nijmegen, Kleve","Europe",0,1,0,0,0,0,0,"Economics","Economics & Business","Economics",1,0,0,0,0,0,0,0
488,143,16,403,1.07826,"Ind. median",0,0,1,1,0.0615,0.0615,"SE reported",0,NA,"Füllbrunn and Luhan (2017)","Decision Making for Others: The Case of Loss Aversion","Füllbrunn; Luhan","Sasha C.; Wolfgang J.",2017,1,"Economics Letters","Radboud University; University of Portsmouth",0,1,0,"Published","Published",0.876,-0.41859310278965,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands; Germany",NA,"Nijmegen, Kleve","Europe",0,1,0,0,0,0,0,"Economics","Economics & Business","Economics",1,0,0,0,0,0,0,0
489,144,1,404,10.14,"Ind. mean",0,1,0,1,3.38938,3.38938,"SE reported",0,NA,"Kapoor (2017)","Are Firms Loss Averse? Evidence from the Restaurant Industry","Kapoor","Sacha",2017,0,NA,"Erasmus University Rotterdam",0,0,1,"Unpublished","Unpublished",NA,NA,"Other field data",0,0,0,0,0,1,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,0,"Nonparametric","Nonparametric",0,0,0,0,0,0,0,1,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
490,144,2,404,1.57,"Ind. median",0,0,1,1,3.38938,3.38938,"SE reported",0,NA,"Kapoor (2017)","Are Firms Loss Averse? Evidence from the Restaurant Industry","Kapoor","Sacha",2017,0,NA,"Erasmus University Rotterdam",0,0,1,"Unpublished","Unpublished",NA,NA,"Other field data",0,0,0,0,0,1,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,0,"Nonparametric","Nonparametric",0,0,0,0,0,0,0,1,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
491,145,1,405,1.812,"Ind. mean",0,1,0,0,0.13743,0.13743,"SE reported",0,NA,"Krajbich et al. (2017)","Exploring the Scope of Neurometrically Informed Mechanism Design","Krajbich; Camerer; Rangel","Ian; Colin; Antonio",2017,1,"Games and Economic Behavior","The Ohio State University; California Institute of Technology",0,1,0,"Published","Published",1.004,-0.397226353819062,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA","CA","Pasadena","North America",0,0,0,0,0,1,0,"Economics","Economics","Economics & Business",1,0,0,0,0,0,0,0
492,146,1,406,1.11,"Ind. mean",0,1,0,0,0.11,0.11,"SE reported",0,NA,"Pachur et al. (2017)","Who Dares, Who Errs? Disentangling Cognitive and Motivational Roots of Age Differences in Decisions Under Risk","Pachur; Mata; Hertsvigl","Thorsten, rui, ralph",2017,1,"Psychological Science","Max Planck Institute for Human Development; University of Basel; Max Planck Institute for Human Development",0,1,0,"Published","Published",4.902,0.253457923425861,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Switzerland","Basel",NA,"Europe",0,1,0,0,0,0,0,"Psychology","Psychology","Psychology, Multidisciplinary",0,1,0,0,0,0,0,0
493,146,2,407,0.89,"Ind. mean",0,1,0,0,0.14,0.14,"SE reported",0,NA,"Pachur et al. (2017)","Who Dares, Who Errs? Disentangling Cognitive and Motivational Roots of Age Differences in Decisions Under Risk","Pachur; Mata; Hertsvigl","Thorsten; Rui; Ralph",2017,1,"Psychological Science","Max Planck Institute for Human Development; University of Basel; Max Planck Institute for Human Development",0,1,0,"Published","Published",4.902,0.253457923425861,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Elderly",0,0,1,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Switzerland","Basel",NA,"Europe",0,1,0,0,0,0,0,"Psychology","Psychology","Psychology, Multidisciplinary",0,1,0,0,0,0,0,0
494,147,1,408,1.25,"Aggregate",1,0,0,0,0.23,0.23,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Angola",NA,"Luanda","Africa",1,0,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
495,147,2,409,1.11,"Aggregate",1,0,0,0,0.12,0.12,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Argentina",NA,"Buenos Aires","South America",0,0,1,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
496,147,3,410,1.08,"Aggregate",1,0,0,0,0.05,0.05,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Australia",NA,"Adelaide","Oceania",0,0,0,0,1,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
497,147,4,411,1.28,"Aggregate",1,0,0,0,0.03,0.03,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Austria",NA,"Innsbruck; Klagenfurt","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
498,147,5,412,1.08,"Aggregate",1,0,0,0,0.09,0.09,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Azerbaijan",NA,"Baku","Asia",0,0,0,1,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
499,147,6,413,1.42,"Aggregate",1,0,0,0,0.08,0.08,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Belgium",NA,"Leuven","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
500,147,7,414,0.99,"Aggregate",1,0,0,0,0.22,0.22,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Bosnia and Herzegovina",NA,"Banja Luka","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
501,147,8,415,1.62,"Aggregate",1,0,0,0,0.1,0.1,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Canada",NA,"Windsor; Vancouver","North America",0,0,0,0,0,1,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
502,147,9,416,1.72,"Aggregate",1,0,0,0,0.04,0.04,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Chile",NA,"Santiago","South America",0,0,1,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
503,147,10,417,1.43,"Aggregate",1,0,0,0,0.05,0.05,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"China",NA,"Shanghai; Beijing","Asia",0,0,0,1,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
504,147,11,418,1.26,"Aggregate",1,0,0,0,0.06,0.06,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Colombia",NA,"Bogota","South America",0,0,1,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
505,147,12,419,1.36,"Aggregate",1,0,0,0,0.05,0.05,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Croatia",NA,"Zagreb","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
506,147,13,420,1.49,"Aggregate",1,0,0,0,0.07,0.07,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Czech Republic",NA,"Prague","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
507,147,14,421,1.71,"Aggregate",1,0,0,0,0.02,0.02,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Denmark",NA,"Odense; Copenhagen","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
508,147,15,422,1.52,"Aggregate",1,0,0,0,0.09,0.09,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Estonia",NA,"Tallinn","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
509,147,16,423,1.49,"Aggregate",1,0,0,0,0.05,0.05,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Finland",NA,"Helsinki","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
